task,duration,hours,confidence,interest,severity,years of experience,team size,,,,,
HQzen Concern: Submitted Successfully after inputting invalid email address,14595213.0,11.0,50.0,70.0,1,1.2785763175906900,40,,,,,
Personal: Adding the Archived column II,20463437.0,15.0,10.0,10.0,1,1.8453114305270400,17,,,,,
Feature Milestone - Documents: Reject action is not working,10260000.0,20.0,10.0,10.0,1,2.2286105407255300,40,,,,,
Card - Make a copy: Duplicate card does not show pending request for the Milestone,8030150.0,12.0,100.0,100.0,1,1.5003422313483900,40,,,,,
Fix failing script: test_delete_field_in_form_section,5160916.0,7.0,100.0,100.0,1,2.0150581793292300,9,,,,,
Card - Subtask: Tasks that has been marked as done in time tracker reflected back after changes made on the subtasks,3600000.0,10.0,10.0,10.0,1,2.2642026009582500,114,,,,,
Fix Reported Firebase Crash Reports After 5.0.0 Update,18143854.0,8.0,8.0,8.0,1,2.841889117043120,17,,,,,
|Scalema: As a trusted partner,6499000.0,8.0,8.0,8.0,1,2.1820670773442800,5,,,,,
|Scalema: As a trusted partner,5460000.0,6.0,8.0,8.0,1,2.1820670773442800,5,,,,,
|Scalema: As a Client,6067615.0,6.0,8.0,8.0,1,2.113620807665980,5,,,,,
Time Logs Email Report: Overtime indicator not specific with regards to hours or minutes,4980000.0,4.0,10.0,10.0,1,1.7796030116358700,1,,,,,
|Scalema: As a trusted partner,1537000.0,4.0,5.0,5.0,1,4.91170431211499,5,,,,,
|Scalema: As a Client,3549345.0,4.0,8.0,8.0,1,2.1820670773442800,5,,,,,
|Scalema: As a trusted partner,2070000.0,2.0,8.0,8.0,1,2.1820670773442800,5,,,,,
|Scalema: As a Client,4186000.0,2.0,8.0,8.0,1,2.1820670773442800,5,,,,,
Move all direct methods in TimelogHomeFragment to Timelogging Fragment Extension,20040000.0,15.0,10.0,10.0,1,3.780971937029430,17,,,,,
Move framework methods like initView of TimelogHomeFragment to the Timelogging Fragment,23160000.0,15.0,10.0,10.0,1,3.780971937029430,17,,,,,
Remove the TimelogFragment and replace all it's refrences with the TimelogggingFragment and test the code,16311000.0,15.0,10.0,10.0,1,3.780971937029430,17,,,,,
Organization-Employment policies: Add a column sorter for name and employees,4500000.0,9.0,9.0,9.0,1,1.864476386036960,55,,,,,
Ministry - Help Manager - Subtopics should have an additional description text box,5150000.0,6.0,100.0,100.0,1,2.108145106091720,48,,,,,
Create New Script: Business Signup with Workforce Creation,18493000.0,10.0,9.0,9.0,1,0.6570841889117040,9,,,,,
To-Dos Feature Desktop,8960000.0,4.0,5.0,5.0,1,2.2477754962354600,48,,,,,
Scheduled Task: Adding timestamp on every uploaded proof Copy,4320000.0,2.0,9.0,9.0,1,3.800136892539360,17,,,,,
Inbox - New Task: Doesn't fetch the newly created task (backend) Copy,8605000.0,5.0,10.0,10.0,1,3.780971937029430,17,,,,,
Goal Milestone: Accepted forms that was answered on the mobile app doesn't generate cards,8414739.0,16.0,8.0,8.0,1,3.800136892539360,17,,,,,
Goal Milestone: Accepted forms that was answered on the mobile app doesn't generate cards (backend) Copy,8992384.0,20.0,8.0,10.0,1,3.780971937029430,17,,,,,
Personal Board: Uploading attachment offline does not return snack bar Copy,13645000.0,4.0,5.0,5.0,1,3.780971937029430,17,,,,,
Update OnBoarding Feature Views Copy,4500000.0,3.0,8.0,7.0,1,3.8193018480492800,17,,,,,
Negotiations: Receiving and Sending a Negotiation will be doubled Copy,2460000.0,4.0,5.0,5.0,1,1.73305954825462,17,,,,,
Comments: Fetch threads and implement delete (backend),25200000.0,12.0,8.0,10.0,1,3.780971937029430,13,,,,,
Block/Unblocking Integration: Send an Email Notification when an Employee requests to be unblocked,6847382.0,4.0,8.0,8.0,1,2.113620807665980,28,,,,,
Block/Unblocking Integration: Send an Email Notification when an Employee is Unblocked,4135000.0,4.0,10.0,10.0,1,1.787816563997260,28,,,,,
Block/Unblocking Integration: Send an Email Notification when an Employee is Blocked,5796663.0,6.0,8.0,8.0,1,2.113620807665980,28,,,,,
HQZen > Supervisor/Manager > Administrative Leave: Page API and Test Creation,6660000.0,4.0,5.0,5.0,1,2.8501026694045200,39,,,,,
HQZen > Supervisor/Manager > Employees: Create API for Filing of Suspension/Admin Leave in Employee Details Page,9096825.224,24.0,9.0,9.0,1,1.864476386036960,39,,,,,
HQZen > Supervisor/Manager > Administrative Leave: Page API Integration,5622500.0,12.0,9.0,9.0,1,1.864476386036960,39,,,,,
HQZen > Supervisor/Manager > Employees: Integrate API for Filing of Suspension/Admin Leave in Employee Details Page,15060000.0,22.0,9.0,9.0,1,1.864476386036960,39,,,,,
HQZen > Rank and File > Personal Boards: Integrate API for Feature Restriction for Suspended/Admin Leave Employees,2580000.0,14.0,10.0,10.0,1,1.8590006844627000,39,,,,,
Create New Script: Verify that Executives can add field to map,5368253.0,3.0,100.0,100.0,1,1.998631074606430,9,,,,,
Create New Script: Employment - Documents Page: Verify that the Employee can Acknowledge a Document,6840000.0,12.0,100.0,100.0,1,2.0150581793292300,9,,,,,
Create New Script: Employment - Accountabilities: Verify the the Employee can Acknowledge Accountability,6840000.0,9.0,95.0,100.0,1,2.631074606433950,9,,,,,
Fix Failing Script: Verify that the Applicant is able to View and Sign NDA when they clicked on the Job Offer,7560000.0,5.0,100.0,100.0,1,1.2813141683778200,9,,,,,
Create New Script: Organization Settings - Executives: Verify that the search functionality works,8149036.0,8.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Desktop App: Search filter matching a few tasks does not utilize the whole space,11117437.0,4.0,5.0,5.0,1,1.78507871321013,19,,,,,
Board - Card: Closing the group estimation will set the card to no milestone,3300000.0,6.0,100.0,100.0,1,2.2806297056810400,40,,,,,
Card Details Panel- Edit Card Modal: Updating milestone displays No milestone,13440000.0,25.0,50.0,70.0,1,1.2785763175906900,40,,,,,
Feature Milestone - Team Card: Vertical scroll bar when viewing subtask will only show when screen resolution is 90% and above,3960000.0,10.0,10.0,10.0,1,2.2642026009582500,40,,,,,
|Desktop Scheduled Tasks Multiple Assignees || Create/Update/Delete Scheduled Task|,15900000.0,4.0,5.0,5.0,1,1.78507871321013,19,,,,,
|Desktop Scheduled Tasks Multiple Assignees || Task Calendar View|,21540000.0,12.0,7.0,7.0,1,2.113620807665980,19,,,,,
Card Activity Enhancement,6240000.0,12.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Create New Script: Verify that the Org Executive can create a new employment policy (HFCTC),10128000.0,8.0,100.0,100.0,1,1.998631074606430,9,,,,,
Command Boards: Add card configuration step in forwarding tickets,6060000.0,8.0,100.0,100.0,1,2.108145106091720,48,,,,,
Upgrade Android Gradle Plugin & Gradle Version To Version 8.0.1,20857221.0,20.0,10.0,10.0,1,2.841889117043120,17,,,,,
Job Application: Implement asking salary in mobile II,27461000.0,16.0,10.0,10.0,1,3.780971937029430,17,,,,,
Reports- Task Summary: Wrong Data fetches in Export by Day Selector,2743000.0,4.0,5.0,5.0,1,3.3401779603011600,55,,,,,
Org Exec-Overview: Queries tile is not clickable,5075570.0,12.0,100.0,100.0,1,1.7467488021902800,55,,,,,
Block/Unblocking Model: Add blocked_date field in Employment model,7038914.0,4.0,5.0,5.0,1,2.8227241615332000,28,,,,,
Manager/Superviser: Overview of Payroll Issues and Overtime Requests have no employee images,3369000.0,4.0,5.0,5.0,1,2.113620807665980,55,,,,,
Scalema - Trusted partner : The send counter button is active with duplicate specialties,4535351.0,4.0,5.0,5.0,1,1.78507871321013,17,,,,,
Scalema - Client: View contract page has incorrect breadcrumb display,6726824.047,10.0,8.0,8.0,1,2.113620807665980,17,,,,,
Overview Page: Staff Schedules wasn't fetched,3480000.0,2.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Home Page: No empty state in Personal Board modal,1800000.0,4.0,5.0,5.0,1,2.631074606433950,17,,,,,
[Scalema Hotfix]: Client Page does not automatically update on Query Submission,3351000.0,4.0,5.0,5.0,1,2.113620807665980,17,,,,,
Home Page: No empty state for no results found in trusted partner view all modal,5237000.0,8.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Workforce page: Another empty state is displayed when fetching list of all workforces,4525000.0,4.0,5.0,5.0,1,2.2477754962354600,17,,,,,
Personal Board: User can create a card without title,5843000.0,4.0,5.0,5.0,1,3.780971937029430,17,,,,,
Scalema - Client : The reject proposal modal permits space inputs as a reason,3627000.0,4.0,5.0,5.0,1,2.8227241615332000,17,,,,,
Supervisor/Manager-Accountabilities: No loading screen on people picker,17775000.0,20.0,10.0,10.0,1,2.2286105407255300,40,,,,,
HQZen > Incident Report: Model Changes and Test Update,18255000.0,4.0,5.0,5.0,1,2.8501026694045200,39,,,,,
Home: Clicking the cards under Boards will redirect to the Scalema page,11453559.0,8.0,8.0,8.0,1,3.3401779603011600,39,,,,,
Timelog-Allowance Request: Requested amount did not display when editing the allowance request,11977872.0,4.0,5.0,5.0,1,2.113620807665980,55,,,,,
Timelog-Allowance Request: Edit button is enabled for approved allowance requests,6914971.0,8.0,10.0,10.0,1,2.113620807665980,55,,,,,
Manager/Supervisor - Accountabilities: The update button is clickable even without making any changes on the Edit Item modal,20823731.0,10.0,10.0,10.0,1,2.2477754962354600,39,,,,,
HQZen Admin - Workforces: Infinite loading of workforces list,780000.0,4.0,5.0,5.0,1,1.2813141683778200,55,,,,,
User Profile: - Profile: Save button is active before changes are made,3824000.0,4.0,5.0,5.0,1,2.113620807665980,55,,,,,
Overview Page: Clicking Home breadcrumb redirects to empty page,4201747.0,4.0,5.0,5.0,1,2.2477754962354600,36,,,,,
HQZen Employment: Accountabilites counter tab is not accurate,10080000.0,4.0,5.0,5.0,1,0.6187542778918550,55,,,,,
|Timelog: Approved icon did not display for all approved timelog,5340000.0,4.0,5.0,5.0,1,2.2669404517453800,39,,,,,
Manager/Supervisor-Accountabilities: No Loading Screen after editing,3900000.0,4.0,5.0,5.0,1,1.5578370978781700,55,,,,,
Overtime Requests: Change confirmation word on the confirmation modal after approving Overtime Request,1020000.0,1.0,10.0,10.0,1,1.8590006844627000,39,,,,,
Employment - PCN: Counts is missing for pending acknowledge and sign PCNs,4620000.0,9.0,100.0,100.0,1,2.2477754962354600,55,,,,,
Scalema - Trusted Partner: Unable to click add proposal package button after deleting table,4719355.0,2.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Scalema - Client: Can save changes without adding website in Yes option,3075082.0,5.0,10.0,10.0,1,1.78507871321013,15,,,,,
Scalema - Client: Previous changes did not reflect in edit query modal,4680000.0,2.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Scalema - Client: Unable to navigate to Account Information page,4658000.0,2.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Overview Page: Cards are clickable but does not navigate to respective pages,5724000.0,3.0,8.0,8.0,1,2.1820670773442800,24,,,,,
Scalema - Trusted Partner : An expired banner is observed within queries awaiting a solution,4800000.0,4.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Scalema Solutions Engine: Applybpo logo is observed upon navigating to HQZen,3666139.0,4.0,5.0,5.0,1,2.2477754962354600,17,,,,,
Scalema - Client : No Negotiations is displayed on the side panel for a client with ongoing negotiations,3788439.0,4.0,8.0,8.0,1,2.1820670773442800,17,,,,,
Script Optimizations: test_departments_page.py,9000000.0,16.0,100.0,100.0,1,2.0150581793292300,9,,,,,
Job Offer - Contracts: Unable to sign contract for Internal Job Posting,10328000.0,5.0,10.0,10.0,1,0.865160848733744,28,,,,,
Create New Script: Error Pages test scenarios,7080000.0,4.0,5.0,5.0,1,1.2813141683778200,9,,,,,
|Scheduled Tasks: Editing Repeat,10596000.0,4.0,5.0,5.0,1,5.218343600273790,17,,,,,
Scheduled Tasks: Repeat and Location info is not saved upon creating a scheduled task,10068000.0,4.0,5.0,5.0,1,5.218343600273790,1,,,,,
HQZen Administation: Missing Add Accountability button,6085353.0,6.0,8.0,9.0,1,0.785763175906913,1,,,,,
HR/Policy - Jobs Portal : The Apply Now button is still active for an already applied for job posting,7440000.0,4.0,10.0,10.0,1,2.2477754962354600,28,,,,,
Internal Job Posting-Applicant: Be the first to apply button still displays for applied job application,7320000.0,3.0,10.0,10.0,1,2.236824093086930,28,,,,,
HQA Leave and Suspension - Employer/Manager/HR has Filed Admin Leave,8515000.0,8.0,80.0,100.0,1,1.9219712525667400,48,,,,,
HQA Leave and Suspension - Employee has Filed a Reinstatement Request,3811000.0,8.0,80.0,100.0,1,1.9219712525667400,48,,,,,
Administration - Onboarding: Add empty state in the Members column,2126000.0,4.0,5.0,5.0,1,0.6187542778918550,48,,,,,
Recruitment: No email was sent to the applicant after releasing the on-hold job offer,5355000.0,5.0,100.0,100.0,1,1.1827515400410700,48,,,,,
Administration - Workforces: No tooltip indicator for the alert Icon beside the workforces tab,6000000.0,4.0,10.0,10.0,1,2.8501026694045200,55,,,,,
|HQZen > Administrative Leave: Models,9081260.0,35.0,9.0,9.0,1,1.864476386036960,39,,,,,
|HQZen > Reinstatement: Models,9398000.0,70.0,10.0,10.0,1,1.8590006844627000,39,,,,,
Incident Report: Force Acknowledge Incident Report has Answer later option,19709904.0,13.0,10.0,10.0,1,1.8453114305270400,17,,,,,
Create New Script: Employee List: Verify that the Supervisor/Manager can search and view Document,12265956.0,8.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Reports-Task Summary: Details for the search employee did not automatically display,7226000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Employment - Incidents Report: No error message displays when adding white spaces in the explanation,6117264.0,6.0,10.0,10.0,1,2.113620807665980,55,,,,,
|Employment-Timelog: Adding the approver's name,9686000.0,8.0,100.0,100.0,1,2.2477754962354600,39,,,,,
Create New Script: Job Offer Edit - Org Exec: Verify that the Org Exec can send an addendum,10272000.0,4.0,5.0,5.0,1,2.631074606433950,9,,,,,
Recruitment: No email was sent to the applicant after releasing the on-hold job offer,4328000.0,5.0,10.0,10.0,1,2.236824093086930,28,,,,,
Add Support For Android 13,18724000.0,6.0,8.0,8.0,1,2.841889117043120,17,,,,,
Fix Failing Script: test_edit_workforce_functionality_happyflow,17519000.0,8.0,9.0,9.0,1,0.6570841889117040,9,,,,,
Rejecting Job application: Job applicant doesn't get email when their job application is rejected by recruiter,6120000.0,1.0,100.0,100.0,1,1.1827515400410700,48,,,,,
Scalema- Trusted Partner: To change counter offer display based on setup job pricing,14100000.0,8.0,100.0,100.0,1,2.2477754962354600,48,,,,,
Help Manager - Tags modal: Add option to edit and delete tags,8460000.0,16.0,100.0,100.0,1,2.108145106091720,48,,,,,
Personal Board - Job Boards: Infinite loading when clicking accepted job offer,4800000.0,3.0,10.0,10.0,1,2.236824093086930,28,,,,,
Recruitment - scheduled interviews: Updating a scheduled interview from one type of interview does not reset,21780000.0,10.0,10.0,10.0,1,0.6187542778918550,28,,,,,
Fix Failing Script: test_submit_estimations_hfctc,7381014.0,6.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Create New Script: End-to-End Testing - Feature Milestone: Member can submit their estimations on the Assessments Tab,15151228.0,9.0,100.0,100.0,1,1.1937029431896000,9,,,,,
Board - Card Creation: Cancel button of the confirmation modal for card name duplication has the function to close the card creation modal,2880000.0,5.0,10.0,10.0,1,2.2642026009582500,40,,,,,
Boards: Moving cards to done column shows undefined instead of the actual due date,3600000.0,6.0,10.0,10.0,1,2.2642026009582500,40,,,,,
|Desktop Scheduled Tasks Multiple Assignees || EmploymentResource|,5471931.0,4.0,5.0,5.0,1,2.113620807665980,19,,,,,
Block/Unblocking: Integration: Update Access-Denied Page to Redirect a Blocked User to the Personal Page,3986000.0,4.0,10.0,10.0,1,1.8069815195071900,28,,,,,
Block/Unblocking: Integration: Update the Error Handling for Block and Unblocking Employees by the Employer,4292000.0,4.0,10.0,10.0,1,1.787816563997260,28,,,,,
Create New Script: Contract Approval Workflow - Documents Review: Verify the Put On Hold functionality,11880000.0,8.0,100.0,100.0,1,1.2813141683778200,9,,,,,
Combine Employment Fragment to Timelogging Fragment,13656086.0,15.0,10.0,10.0,1,3.780971937029430,17,,,,,
